Name,Return Type,Class Name,Method Name,Super Class,Number of Args,Original Class
loadVideoResource,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/video/jsapi/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/video/jsapi/g>"
getSystemInfo,,"<Application,Lmu0/y>",,,0,"<Application,Lmu0/y>"
onCustomRightButtonClick,,"<Application,Luy0/f>",,,0,"<Application,Luy0/f>"
stopBeaconDiscovery,"<Primordial,V>","<Application,Ldt0/n>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Ldt0/n>"
setClipboardData,"<Primordial,V>","<Application,Lmu0/j0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/ub>"
access,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/u>"
showSalesDrivingMenu,"<Primordial,V>","<Application,Liu0/a>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Liu0/a>"
openWeRunSetting,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/y9>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/y9>"
onLivePlayerEvent,,"<Application,Lgt0/y>",,,0,"<Application,Lgt0/y>"
startNFCDiscovery,"<Primordial,V>","<Application,Lst0/a0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lst0/a0>"
batchGetStorage,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/c>"
openUrl,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/luggage/export/functionalpage/jsapi/w>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/luggage/export/functionalpage/jsapi/w>"
openWeAppProfile,"<Primordial,V>","<Application,Lpu0/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lpu0/c>"
rmdirSync,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/s1>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/s1>"
batchSetStorage,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/e>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/e>"
triggerBackgroundFetch,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/backgroundfetch/k>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/backgroundfetch/k>"
highlightBottomBanner,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/g6>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/g6>"
operateXWebVideo,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lkw0/f>"
setAppSnapshotStrategy,"<Primordial,V>","<Application,Lku0/u>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lku0/u>"
logInJava,"<Primordial,V>","<Application,Lhc/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lhc/c>"
onTextViewLinkClick,,"<Application,Lyr0/d>",,,0,"<Application,Lyr0/d>"
onPageNotFound,,"<Application,Lcom/tencent/luggage/sdk/jsapi/component/p>",,,0,"<Application,Lcom/tencent/luggage/sdk/jsapi/component/p>"
requestMedicalInsurancePay,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/y0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/y0>"
reportPageData,"<Primordial,V>","<Application,Lxt0/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lxt0/h>"
disableLocationUpdate,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/i>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/i>"
isGameRecorderSupported,,"<Application,Lir0/n>",,,0,"<Application,Lir0/n>"
startCustomFacialRecognitionVerify,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/face/d>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/face/e>"
removeSplashScreenshot,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/fakenative/o>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/fakenative/o>"
onUpdateStatusChange,,"<Application,Lqu0/i>",,,0,"<Application,Lqu0/i>"
authorize,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/auth/o0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/auth/s0>"
rtosWatchQuickReply,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/mb>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/mb>"
getABTestConfig,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/me>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/me>"
openNewLifeDetail,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/v8>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/v8>"
onNavigationBarColorChange,,"<Application,Lcom/tencent/mm/plugin/appbrand/page/de>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/page/de>"
openChannelsLive,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/m>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/r>"
hideShareMenu,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/f>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/f>"
onMonitoredBluetoothDeviceFound,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bluetooth/i0>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bluetooth/i0>"
hideSplashScreen,"<Primordial,V>","<Application,Lhc/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lhc/b>"
createWebViewForFastLoad,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/u4>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/u4>"
navigateBack,"<Primordial,V>","<Application,Lzt0/p>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/p>"
onSplashAdClose,,"<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/i>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/i>"
openCTID,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/n8>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/n8>"
onXWebLivePlayerOrientationChanged,,"<Application,Ldw0/d>",,,0,"<Application,Ldw0/d>"
getIPAddress,"<Primordial,V>","<Application,Lmt0/k>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lmt0/k>"
requestMallPayment,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/e1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/w0>"
getOAID,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/s5>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/s5>"
requestWCPayRealnameVerify,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/s1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/s1>"
pauseDownloadTaskForNative,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/h1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/h1>"
onVoIPChatSpeakersChanged,,"<Application,Lyt0/o0>",,,0,"<Application,Lyt0/o0>"
openStickerSetView,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/emoji/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/emoji/h>"
requestPersonalPay,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/i1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/i1>"
onRealtimeDataResponse,,"<Application,Lhu0/i>",,,0,"<Application,Lhu0/i>"
operateDownloadTask,"<Primordial,V>","<Application,Lnt0/f>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lnt0/f>"
closeBLEConnection,"<Primordial,V>","<Application,Lds0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lds0/b>"
setEnableDebug,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/vb>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/vb>"
bindSocketToNetwork,"<Primordial,V>","<Application,Lmt0/e>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lmt0/e>"
onEnterLivePusherPictureInPicture,,"<Application,Lfw0/b>",,,0,"<Application,Lfw0/b>"
onBeaconUpdated,,"<Application,Ldt0/k>",,,0,"<Application,Ldt0/k>"
onKeyboardHeightChange,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/k1>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/k1>"
hideNavigationBarLoading,"<Primordial,V>","<Application,Lzt0/j>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/j>"
getEncryptHKPasswd,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/p>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/p>"
onMapRegionChange,,"<Application,Lit0/f1>",,,0,"<Application,Lit0/f1>"
checkIsSupportFacialRecognition,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/face/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/face/b>"
getLocation,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/e0>"
showAddressPickerView,"<Primordial,V>","<Application,Lwr0/x>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lwr0/x>"
hideToast,"<Primordial,V>","<Application,Lcu0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcu0/b>"
statSync,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/b0>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/b0>"
returnTakeScreenshot,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/screenshot/b0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/screenshot/b0>"
onXWebLivePlayerAudioVolume,,"<Application,Lbw0/g>",,,0,"<Application,Lbw0/g>"
removeSavedFile,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/o1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/o1>"
uploadToCommonCDN,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/fd>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/fd>"
removeStorageSync,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/c0>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/c0>"
getSavedFileList,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/h0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/h0>"
operateRecentUsageList,"<Primordial,V>","<Application,Lfu0/p>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lfu0/p>"
operateNativeView,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/skyline/nativeview/g>"
enableDeviceMotionChangeListening,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/q>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/q>"
fs_appendFileSync,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/x>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/x>"
fetchFinderProfileFeed,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/g>"
isOpenSR,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/webrtc/j>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/webrtc/j>"
disableScrollBounce,"<Primordial,V>","<Application,Lzt0/u>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/c>"
updateVoIPChatMuteConfig,"<Primordial,V>","<Application,Lyt0/h0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lyt0/t>"
chooseWeChatContact,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/contact/v>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/contact/v>"
showWCCoinFirstBuyCoinTips,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/wccoin/y>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/wccoin/y>"
getGlobalStorageInfo,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/s>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/m>"
onRecorderStateChange,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/z0>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/z0>"
onNavigateBackIntercept,,"<Application,Lzt0/b>",,,0,"<Application,Lzt0/b>"
chooseContact,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/contact/q>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/contact/q>"
login,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/auth/o0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/auth/q2>"
getSkylineInfoSync,,"<Application,Lqd/c>",,,0,"<Application,Lqd/c>"
addPhoneCalendar,"<Primordial,V>","<Application,Lns0/a>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lns0/a>"
onLeaveVideoPictureInPicture,,"<Application,Lkw0/b>",,,0,"<Application,Lkw0/b>"
readBLECharacteristicValue,"<Primordial,V>","<Application,Lds0/d0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lds0/d0>"
onKeyboardValueChange,,"<Application,Let0/u>",,,0,"<Application,Let0/u>"
getMapIndoorFloor,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/w>"
chooseVideo,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/x3>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/x3>"
onXWebLivePlayerPause,,"<Application,Lcw0/e>",,,0,"<Application,Lcw0/e>"
onXWebVideoPause,,"<Application,Liw0/i0>",,,0,"<Application,Liw0/i0>"
enableLocationUpdate,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/l>"
batchGetStorageSync,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/d>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/d>"
showSplashAdMenu,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/t>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/t>"
getBeacons,"<Primordial,V>","<Application,Ldt0/f>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Ldt0/f>"
openADCanvas,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/advertise/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/advertise/c>"
impact,"<Primordial,V>","<Application,Lmu0/r0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Ll/b>"
getGamePerformance,"<Primordial,V>","<Application,Lau0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lau0/b>"
disableLocationUpdate,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/i>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/k>"
callbackDataToNative,"<Primordial,V>","<Application,Llt0/f>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Llt0/f>"
moveToMapLocation,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/l1>"
onCameraStop,,"<Application,Los0/e0>",,,0,"<Application,Los0/e0>"
NFCConnect,"<Primordial,V>","<Application,Lst0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lst0/l>"
preloadWebview,"<Primordial,V>","<Application,Lzt0/z>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/z>"
predownloadMiniProgramPackage,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/ha>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/ha>"
removeGlobalStorage,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/b0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/z>"
onWebviewError,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/webview/p>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/webview/p>"
reLaunch,"<Primordial,V>","<Application,Lzt0/b0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/b0>"
editImage,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/v4>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/v4>"
gameLiveInfoControl,"<Primordial,V>","<Application,Lat0/d>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lat0/d>"
setNavigationBarRightButton,"<Primordial,V>","<Application,Lzt0/x0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/x0>"
setMapIndoorFloor,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/v1>"
openHKOfflinePayView,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/y>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/y>"
removeMapLines,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/q1>"
getLiteGameCapsuleWidgetRect,"<Primordial,V>","<Application,Lkr0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lkr0/b>"
name,,"<Application,Lcom/eclipsesource/mmv8/debug/mirror/Frame>",,,0,"<Application,Lcom/eclipsesource/mmv8/debug/mirror/Frame>"
onMultiPickerViewChange,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/picker/p>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/picker/p>"
requestPaymentToBank,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/g1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/g1>"
chooseLocation,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/f>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/f>"
isdir,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/i0>"
updateXWebVideo,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lkw0/i>"
loadJsFiles,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/p0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/p0>"
hideHomeButton,"<Primordial,V>","<Application,Lzt0/f>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/f>"
openWCPayOverseaPaymentReceive,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/d0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/d0>"
onMapMarkerClusterClick,,"<Application,Lit0/e0>",,,0,"<Application,Lit0/e0>"
openVideoEditor,"<Primordial,V>","<Application,Lju0/k>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lju0/h>"
onLeaveLivePlayerPictureInPicture,,"<Application,Ldw0/c>",,,0,"<Application,Ldw0/c>"
chooseMultiWechatChatroom,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/contact/s>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/contact/s>"
onXWebVideoError,,"<Application,Liw0/g0>",,,0,"<Application,Liw0/g0>"
onVideoPause,,"<Application,Lav0/h>",,,0,"<Application,Lav0/h>"
onVideoEnded,,"<Application,Lav0/d>",,,0,"<Application,Lav0/d>"
openRedPacket,"<Primordial,V>","<Application,Lht0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lht0/b>"
goToLiteAppRoam,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/e6>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/e6>"
openWeComUserProfileForFakeNative,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/profile/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/profile/j>"
redirectTo,"<Primordial,V>","<Application,Lzt0/d0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/d0>"
showKeyboard,"<Primordial,V>","<Application,Lcom/tencent/luggage/game/jsapi/keyboard/q>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/luggage/game/jsapi/keyboard/q>"
